ID;X;Y;CATEGORY;NAME;WWW
5231;1423405;6598268;KFZ;Autohaus Pöhland GmbH & Co. KG (Toyota-Werkstattservice);www.toyota-partner.de/poehland-burgstaedt
5232;1429681;6590401;KFZ;Auto Center Nord GmbH Röhrsdorf;
5233;1417872;6600421;KFZ;Autohaus W. Rößger;ford-roessger.de
5234;1419231;6563299;KFZ;A.T.U Stollberg;
5235;1410383;6562068;KFZ;Autohaus Ehrler GmbH;
5236;1414383;6564908;KFZ;Autohaus Michael Rudolph;http://www.vw-rudolph.com
5237;1452707;6571778;KFZ;besico Sachsenland GmbH;ford-besico-zschopau.de
5241;1483919;6553425;KFZ;Autohaus Stülpner & Kaden;
5242;1470397;6578366;KFZ;WEIGELT Auto- & Reifenservice;
5244;1486331;6598843;KFZ;FAHRZEUG-SERVICE CLAUSSNITZER;
5245;1494390;6609633;KFZ;Automobile Görnitz;http://www.bmw.de/so_goernitz
5246;1440945;6611358;KFZ;Autohaus Pichel GmbH;ford-pichel-mittweida.de
5247;1440108;6607913;KFZ;Autohaus Ines Römer e. K.;http://www.peugeot-autohaus-ines-roemer-altmittweida.de
5249;1493656;6885216;KFZ;Sixt-Station Berlin Ostbahnhof BERX04;
5250;1501236;6888151;KFZ;Sixt-Station Berlin Lichtenberg BERC08;
5251;1496089;6889617;KFZ;A.T.U Berlin - Prenzlauer Berg;
5252;1493882;6892460;KFZ;Dürkop Prenzlauer Berg GmbH;
5253;1481807;6887873;KFZ;Hans-Henning Endres GmbH & Co. KG;http://www.endres.berlin.mercedes-benz.de
5254;1479110;6885147;KFZ;Vergölst Partnerbetrieb Köhrich Reifenhandel-Service GmbH Berlin;
5255;1478725;6881691;KFZ;FIAT AUTOMOBIL VERTRIEBS GMBH;
5256;1488759;6871801;KFZ;Autohaus Berolina GmbH;
5257;1480596;6874546;KFZ;Riller & Schnauck GmbH;http://www.riller-schnauck.de
5258;1484787;6871228;KFZ;cleanpark Berlin-Lankwitz;
5259;1487698;6866947;KFZ;STAHLGRUBER Berlin-Tempelhof;
5260;1495201;6876083;KFZ;Automobilforum KADEA GmbH;ford-kadea-buschkrug-berlin.de
5261;1495201;6876083;KFZ;KADEA Berlin GmbH;http://www.opel-kadea-berlin-neukoelln.de
5262;1511435;6875094;KFZ;Honda Einzelhändler und Werkstätten;
5263;1511168;6873605;KFZ;Autohaus Diedrich GmbH;
5264;1514246;6873577;KFZ;ZWEIRAD-CENTER MOTODROM GMBH;http://www.honda-motodrom.de
5265;1513852;6886413;KFZ;Autohaus Karsten Berthold;
5266;1508249;6884838;KFZ;Autohaus Körner GmbH;
5267;1501528;6891833;KFZ;Auto Treff Oranke GmbH;
5268;1499864;6890904;KFZ;Andreas Witt GmbH;
5269;1503453;6896540;KFZ;Werner Müller;
5270;1493124;6894572;KFZ;Star Car GmbH;http://www.starcar.de
5271;1499123;6903514;KFZ;Autohaus Kramm GmbH;http://kramm.isuzu-haendler.de
5272;1498448;6902553;KFZ;Autohaus in Karow;
5273;1491494;6894612;KFZ;ASB Autohaus Berlin GmbH;http://www.volkswagenpartner-berlin-pankow.de
5274;1478160;6892906;KFZ;Budget;
5275;1483989;6901213;KFZ;Hans Laatzig Automobile GmbH;http://partner.volkswagen.de/p_42561
5276;1482486;6901292;KFZ;Wegener Berlin GmbH, Fil. Wittenau;
5277;1466181;6889597;KFZ;Autohaus Arnhölter GmbH;http://www.opel-arnhoelter-berlin.de
5278;1467862;6890372;KFZ;Sixt-Station Berlin Spandau BERC10;
5279;1456046;6862507;KFZ;SCHAUTBERGER AUTOMOBILE E.K.;www.schautberger.lanciapartner.de
5280;1472458;6864816;KFZ;Riller & Schnauck GmbH;http://www.bmw.de/ah_riller-schnauck
5281;1469723;6863954;KFZ;Autohaus Breitenwischer GmbH;http://www.breitenwischer.de
5282;1441421;6835613;KFZ;René Schulz;http://www.yamaha-beelitz.de
5283;1441421;6835613;KFZ;René Schulz;http://www.yamaha-beelitz.de
5284;1392567;6872676;KFZ;Honda Einzelhändler und Werkstätten;http://www.honda-dehn.de
5285;1401162;6819773;KFZ;Autohaus Böttche GmbH;
5286;1419399;6828072;KFZ;Brück;
5287;1455505;6793560;KFZ;Autohaus Willi Klaus GmbH;info@autohaus-klaus.de
5289;1616435;6850698;KFZ;A.T.U Frankfurt (Oder);
5290;1614927;6858743;KFZ;Autohaus Bothe OHG;http://www.bmw.de/ah_bothe
5291;1615244;6858540;KFZ;Möbus;http://www.peugeot-automobilhandel-moebus-frankfurt-oder.de
5292;1616961;6857361;KFZ;Auto-Center Frankfurt (Oder) GmbH;
5293;1598313;6889143;KFZ;CITY AUTOMOBILE SEELOW STILLER & LITTMANN GBR;
5294;1544000;6898769;KFZ;Budget;
5295;1543775;6898577;KFZ;Auto-Lange GmbH & Co. KG;
5296;1546241;6898140;KFZ;Autohaus Matschoß GmbH;http://www.volvocars-partner.de/matschoss/
5297;1544000;6898769;KFZ;Strausberg;
5298;1515856;6891231;KFZ;AUTOHAUS PETER EICHHORN GBR;
5299;1529706;6872919;KFZ;Autoport Schönefeld e.K.;http://www.peugeot-autoport-schoenefeld-woltersdorf.de
5300;1494952;6833993;KFZ;Autohaus Markwardt-Zossen GmbH;http://partner.volkswagen.de/p_21118
5301;1548194;6838166;KFZ;Uwe Sperling;
5302;1626664;6820083;KFZ;Jäckel GmbH;http://www.autorent-jaeckel.de
5303;1629126;6818999;KFZ;A.T.U Eisenhüttenstadt;
5304;1541079;6781164;KFZ;Motorradsport Frohn (Motocrosshändler);
5305;1587950;6988406;KFZ;Autozentrum Wolter GmbH;
5306;1511637;6916235;KFZ;Autohaus Holz;
5307;1510182;6914280;KFZ;Zemke Autohaus Bernau GmbH;http://www.autohaus-zemke.skoda-auto.de
5309;1517179;6932111;KFZ;AUTOWERKSTATT DOBBERKAU;
5310;1472676;6926055;KFZ;pitstop.de GmbH;
5311;1467248;6915020;KFZ;TRUCK_SERVICE AZO Autozentrum Oranienburg GmbH;
5313;1424413;6954838;KFZ;Autozentrum Treskow GmbH;
5314;1428119;6963888;KFZ;Autohaus Wernicke GmbH;http://handel.suzuki.de/wernicke
5315;1387273;7003429;KFZ;Kipcke Automobile GmbH;
5316;1385017;7004842;KFZ;Jürgens GmbH;http://www.mercedes-benz-juergens-brandenburg.de
5317;1379660;7000886;KFZ;TSW GmbH Technik Service Wittstocker Kreuz;
5318;1389772;7006376;KFZ;Motorradshop Gramoll;http://www.gramoll.info
5319;1475035;7075283;KFZ;BrinkmannBleimann GmbH;http://www.mercedes-benz-brinkmannbleimann.de
5320;1475035;7075283;KFZ;BrinkmannBleimann GmbH;http://www.mercedes-benz-brinkmannbleimann.de
5321;1397631;7122879;KFZ;FRITZSCHE GMBH AUTOHAUS;www.toyota-partner.de/fritzsche-teterow
5322;1414118;7071896;KFZ;Sixt-Station Waren FNBW01;
5323;1453565;7043986;KFZ;Autovermietung Kuhn GmbH;
5324;1454211;7039513;KFZ;pitstop.de GmbH;
5325;1455071;7041901;KFZ;Honda Einzelhändler und Werkstätten;http://www.autohaus-loennecker.de/
5326;1455071;7041901;KFZ;Autohaus Lönnecker;http://www.autohaus-loennecker.de/
5327;1452901;7037378;KFZ;Autohaus Jung GmbH;
5328;1556206;7068554;KFZ;Autohaus Dähn GmbH & Co. KG;http://autohausdaehn.skoda-auto.de
5329;1557296;7069553;KFZ;LAMAHA GMBH;
5330;1509088;7071961;KFZ;FBD Fahrzeug- und Bremsendienst GmbH;
5331;1560932;7111989;KFZ;Autohaus Busse;http://www.busse.hyundai.de
5332;1487546;7181511;KFZ;Sixt-Station Greifswald ZGWC01;
5333;1339810;7185643;KFZ;Frank Nagel;
5334;1341064;7188036;KFZ;Sixt-Station Rostock Lütten Klein RLGC01;
5335;1335440;7191556;KFZ;AUTOHAUS KUEHN GMBH;
5336;1354217;7181775;KFZ;Krüll OP GmbH;http://www.opel-kruell-rostock.de
5337;1353014;7184068;KFZ;Autohaus Plath GmbH & Co. KG;www.toyota-partner.de/plath-rostock
5338;1351835;7180616;KFZ;TRUCK_BUS_CENTER Service und Verkauf Rostock;
5340;1333919;7129539;KFZ;Röwe Automobile GmbH;www.roewe-automobile.de
5342;1368639;7149134;KFZ;Autohaus Laage-Kronskamp GmbH;www.vw-laage.de
5343;1388748;7210188;KFZ;Autohaus V.Fischer;
5344;1388916;7210381;KFZ;Autohaus Kleinert e.K.;http://handel.suzuki.de/kleinert
5345;1378870;7207914;KFZ;Motorradshop Garbe Inh. Reyk Garbe;http://www.motorradshop-garbe.de
5346;1413489;7230844;KFZ;Autoservice Peters GmbH;http://peters-barth.skoda-auto.de
5347;1452862;7220927;KFZ;Strela Auto GmbH;
5348;1452566;7220252;KFZ;Autohaus Favorit GmbH & Co KG;http://www.stralsund.skoda-auto.de
5349;1452620;7182232;KFZ;Autohaus Gerds GmbH;http://www.opel-gerds-grimmen.de
5350;1492059;7239689;KFZ;Auto-Center Eggert GmbH;http://eggert.skoda-auto.de
5351;1492521;7242094;KFZ;SCHUETT & AHRENS GMBH BETRIEBSSTAETTE BERGEN (Toyota-Werkstattservice);www.toyota-partner.de/schuett-ahrens-bergen
5352;1262173;7095022;KFZ;Autohaus Mühlenhort GmbH Schwerin/Wismar;http://www.volvocars-partner.de/muehlenhort/schwerin/
5353;1303395;6977357;KFZ;AH MATHIAS SCHUR GMBH;
5354;1303395;6977357;KFZ;Autohaus Horst Gläss;
5355;1304064;6977790;KFZ;Autohaus Mayer;
5356;1320227;6989189;KFZ;Autohaus Müller OHG;
5357;1314277;7055454;KFZ;Gebr. Ahnefeld GmbH & Co. KG;www.autohaus-ahnefeld.de
5358;1316370;7057020;KFZ;Ernst Dello GmbH & Co. KG;http://www.opel-dello-parchim.de
5359;1316689;7057071;KFZ;Autohaus Wahl GmbH;www.toyota-partner.de/wahl-parchim
5360;1361643;7045706;KFZ;AUTOHAUS HOPPENHOEFT OHG;
5361;1113486;7077939;KFZ;Car-2-Rent Autovermietung GmbH;http://www.car-2-rent.de
5362;1112800;7078276;KFZ;Sixt-Station Hamburg Hauptbahnhof HAMX06;
5363;1116703;7077130;KFZ;EUROMASTER Hamburg;
5364;1134722;7064569;KFZ;BUS_SERVICE Schleede Karosserie & Lackzentrum GmbH;http://www.Schleede.de
5365;1134769;7066324;KFZ;HAMBURG SWITCHH - BERGEDORF P+R;
5366;1109555;7072045;KFZ;Schelling Nutzfahrzeuge GmbH;http://www.unimog-hamburg.de
5367;1081924;7028938;KFZ;Autohaus Meyer GmbH;www.meyer-tostedt.de
5368;1156855;7026163;KFZ;KURT NIEHOFF GMBH;
5369;1134500;7075652;KFZ;Fahrzeughaus Glinde GmbH;http://glinde.kiapartner.de
5370;1077760;7061457;KFZ;Autohaus Eberstein GmbH;www.autohaus-eberstein.de
5371;1055873;7083032;KFZ;Autohaus Wiebusch GmbH;http://www.autohaus-wiebusch.de/
5372;1027494;7125239;KFZ;Automobile Gätcke & Behrens;
5373;1118617;7081595;KFZ;Hamburg Wandsbek;
5374;1120627;7086790;KFZ;K & K Reifenservice GmbH;http://www.kktuning.de
5375;1115891;7096033;KFZ;Nord-Ostsee Automobile GmbH& Co. KG Autorisierter Mercedes-Benz Service;http://www.mercedes-benz-nord-ostsee.de
5376;1120437;7098736;KFZ;Autohaus Bornemann GmbH;http://www.peugeot-bornemann-hamburg.de
5377;1112648;7098265;KFZ;Autohaus Langenhorn Bopp&Siems GmbH;http://www.ah-langenhorn.hyundai.de
5378;1095152;7081726;KFZ;Leseberg Automobile GmbH;
5379;1108432;7100979;KFZ;B & E Vertriebsgesellschaft mbH;http://www.volvocars-partner.de/b-und-e/norderstedt/
5380;1082268;7082987;KFZ;Automobilstudio Grüning KG;http://www.burmesterpartner.de
5381;1186836;7139495;KFZ;STARCAR;
5382;1185958;7139189;KFZ;Hugo Pfohe GmbH Lübeck;http://www.volvocars-partner.de/pfohe/luebeck/
5383;1180821;7136505;KFZ;Autohaus Peters GmbH & Co. KG;http://www.peugeot-autohaus-peters-luebeck.de
5384;1185952;7135932;KFZ;Ernst Dello GmbH & Co. KG;
5385;1187856;7133885;KFZ;Senger Holstein GmbH;http://partner.volkswagen.de/p_22287
5386;1181985;7185804;KFZ;Autohaus Hansa Nord GmbH;http://www.bmw.de/ah_hansa
5387;1208547;7179026;KFZ;Autohaus Bruno Egler;
5388;1211988;7204216;KFZ;Doormann & Kopplin Lensahn GmbH & Co. KG;
5389;1155995;7124652;KFZ;Motor Forum GmbH;ford-forum-bad-oldesloe.de
5390;1153715;7126774;KFZ;Daimler AG;http://www.mercedes-benz-ostsee.de
5391;1128776;7124966;KFZ;Jenz Schulz;
5393;1130795;7217550;KFZ;Autohaus Fräter GmbH;
5395;1109086;7179498;KFZ;Autohaus Rost Auto-Forum GmbH & Co. KG;http://www.ah-rost.skoda-auto.de
5396;1110236;7171018;KFZ;AUTO-CENTER AHRENDT GMBH;
5397;1108879;7129584;KFZ;May & Olde GmbH;http://www.bmw.de/ah_may-olde
5398;1099860;7148717;KFZ;LENSCH & BLECK GmbH;
5399;1114936;7145186;KFZ;Uwe Schuldt Inh. K. Schuldt;
5400;1069411;7222141;KFZ;Auto Centrum Lass GmbH & Co. KG;www.toyota-partner.de/lass-rendsburg
5401;1070435;7221987;KFZ;Rendsburg;
5402;1062062;7257146;KFZ;G+J Görrissen GmbH;
5403;1049693;7308631;KFZ;Autodepot Süverkrüp GmbH & Co. KG;
5404;1054586;7315913;KFZ;Autohaus Günter Thomsen GmbH & Co. KG;http://www.peugeot-autohaus-guenter-thomsen-flensburg.de
5405;1041831;7314661;KFZ;Tober Autovermietung Inh. Mariette Chmielewski e.K.;http://www.tober-autovermietung.de
5407;1073406;7103356;KFZ;Autohaus Krohn GmbH;http://www.opel-krohn-uetersen.de
5408;1055437;7153606;KFZ;C. Thomsen GmbH;
5409;1002326;7183865;KFZ;Reifen Dimension Nord;
5410;1014660;7199417;KFZ;Autohaus Lundt GmbH & Co. KG;http://lundt.mazda-autohaus.de
5411;1014647;7199814;KFZ;Autohaus Stotzem;http://www.autohaus-stotzem.skoda-auto.de
5412;1009831;7254061;KFZ;Reifen Strasser GmbH;http://www.reifenstrasser.de
5413;1010338;7256822;KFZ;Albert Bauer Husum GmbH;http://www.bmw.de/ah_bauergruppe
5414;1010032;7255916;KFZ;Sven Clausen;http://www.clausen.hyundai.de
5415;1010037;7256102;KFZ;Kath Autohaus GmbH & Co. KG;
5416;915794;7008244;KFZ;Munderloh Automobile GmbH & Co. KG;ford-munderloh-oldenburg.de
5417;915794;7008244;KFZ;TRUCK_SERVICE Hermann Munderloh Kraftfahrzeuge GmbH & Co. KG;
5418;914800;7010063;KFZ;Stelter GmbH;http://www.yamaha-stelter.de
5419;913293;6996577;KFZ;AH Kreyenbrück Herm. Munderloh GmbH&CoKG;
5420;872699;6978028;KFZ;Autohaus Rosier GmbH & Co. KG;http://www.mercedes-benz-rosier-oldenburg.de
5421;914828;7014200;KFZ;Autohaus Krzykowski GmbH & Co. KG;http://www.autohaus-krzykowski.de
5422;890611;7047877;KFZ;Wilhelm Janssen;
5423;804972;7081590;KFZ;Autohaus Kannegiesser e.K.;http://www.kannegiesser.mercedes-benz.de
5424;822935;7080157;KFZ;Ihno Saathoff;
5425;845256;7001027;KFZ;K & E Automobile GmbH;
5426;980112;6916803;KFZ;Sixt-Station Sulingen BRES01;
5427;1028886;6959164;KFZ;EUROMASTER Verden;
5428;1032698;6960861;KFZ;TRUCK_SERVICE W. Tiemann GmbH & Co. KG;http://www.tiemann.eu
5429;1048203;6997880;KFZ;GUENTHER BASSEN GMBH;www.bassen.fiatpartner.de
5430;1048128;6997772;KFZ;SternPartner GmbH & Co. KG;http://www.mercedes-benz-sternpartner.de
5431;1056713;6966093;KFZ;Vollmer & Oelfke GmbH;http://vollmer-oelfke.mazda-service.de
5432;1066235;6973449;KFZ;Auto-Zentrum Heinz Priebe;
5433;1030668;7031950;KFZ;Reifen-Schnelldienst Spreemann e.K.;
5434;1008596;7066872;KFZ;Autohaus Holsten GmbH;http://holsten-oerel.kiapartner.de
5435;1013153;7067606;KFZ;Autohaus Müller GmbH & Co. KG;http://www.opel-mueller-bremervoerde.de
5436;968931;7134217;KFZ;Voss&Voss AH Nord-Nieders. GmbH & Co. KG;
5437;963928;7133766;KFZ;CUXHAVEN;
5438;955495;7070979;KFZ;Hans Biela Automobile GmbH;http://www.biela.mercedes-benz.de
5439;957084;7059918;KFZ;Autohaus Klinke GmbH;
5440;976933;6986024;KFZ;Budget;
5441;976834;6987207;KFZ;TRUCK_CENTER W. Tiemann GmbH & Co. KG;http://www.tiemann.eu
5442;977903;6992245;KFZ;Autohaus Utbremen Schmidt + Koch GmbH;http://partner.volkswagen.de/p_38393
5443;983353;6984076;KFZ;Becker & Vit-Automobile GmbH;
5444;994487;6985952;KFZ;A.T.U Bremen - Osterholz;
5445;965639;7006870;KFZ;Volker Möhler GmbH;
5446;962114;7007417;KFZ;Honda Einzelhändler und Werkstätten;http://www.honda-bremen.de
5447;992059;7005445;KFZ;point S Wenzel GmbH;http://www.point-s-wenzel.de
5448;1120442;6903384;KFZ;Sixt-Station Celle ZCNC01;
5449;1119470;6900252;KFZ;SternPartner GmbH & Co. KG;http://www.mercedes-benz-sternpartner.de
5450;1124425;6900936;KFZ;SternPartner GmbH & Co. KG;http://www.mercedes-benz-sternpartner.de
5451;1154549;6898996;KFZ;Autohaus Hase GmbH;www.Autohaus-Hase.de
5452;1182097;6906588;KFZ;Firma Gerhard Schwarz;http://handel.suzuki.de/schwarz-schoenewoerde
5453;1243264;6946030;KFZ;Autohaus Ulrich Hornkohl;
5454;1173085;6967101;KFZ;pitstop.de GmbH;
5455;1095421;6971144;KFZ;TRUCK_SERVICE Menke Nutzfahrzeuge GmbH & Co. KG;http://www.menke-nutzfahrzeuge.de
5456;1122874;6973582;KFZ;Autohaus Plaschka KG;http://autohaus-plaschka.skoda-auto.de
5457;1090035;6998065;KFZ;Zweirad Technik Dieter Könemann e.K.;http://www.bmw-koenemann.de
5458;1108568;6994760;KFZ;Autohaus Buchholz GmbH & Co. Betriebs KG;
5459;1065891;6950742;KFZ;WALSRODE;
5460;1079995;6865430;KFZ;Autopark Hackerott GmbH u. Co. KG;
5461;1085703;6864625;KFZ;DUERKOP GMBH - FILIALE HANNOVER;
5462;1081872;6868854;KFZ;E.R.B. Auto Zentrum GmbH;http://www.volvocars-partner.de/erb/
5463;1080576;6859110;KFZ;Gessner & Jacobi GmbH & Co. KG;
5464;1077931;6856541;KFZ;reifencom GmbH Hannover-West;
5465;1088883;6865718;KFZ;Daimler AG;http://www.mercedes-benz-ndl-hannover.de
5466;1092956;6868999;KFZ;Auto Schrader GmbH;
5467;1052285;6849532;KFZ;Auto Schrader GmbH;
5468;1090139;6790523;KFZ;Daimler AG;http://www.mercedes-benz-ndl-hannover.de
5469;1078232;6792836;KFZ;Autohaus Duingen GmbH;
5470;1107836;6821993;KFZ;pitstop.de GmbH;
5471;1103146;6822782;KFZ;KTW Kraftfahrzeuge-Teile-Großhandel-Reparaturwerkstatt GmbH;http://www.ktw.mercedes-benz.de
5472;1131603;6846811;KFZ;Autohaus Tschesche GmbH;
5473;1109236;6859686;KFZ;Daimler AG;http://www.mercedes-benz-ndl-hannover.de
5475;1109572;6850305;KFZ;Holzbrecher Automobile GmbH & Co. KG;
5476;1053956;6883963;KFZ;Autohaus Rehbock GmbH;
5477;1023013;6872399;KFZ;FW AUTOMOBILE GMBH;
5478;1019809;6846171;KFZ;Autohaus Grabbe GmbH;
5479;1042461;6811392;KFZ;HAMELN;
5480;1027164;6823540;KFZ;H.O. Automobile GmbH;http://www.opel-hessisch-oldendorf.de
5481;1029347;6822542;KFZ;Autohaus Söffker GmbH;http://partner.volkswagen.de/p_21621
5482;1029388;6800190;KFZ;Autohaus Pradler GmbH & Co. KG;ford-pradler-aerzen.de
5483;965302;6814595;KFZ;Autohaus Beermann & Temme GmbH & Co. KG;http://www.beermann-temme.de/
5484;972614;6803758;KFZ;pitstop.de GmbH;
5485;927666;6872331;KFZ;Auto- und Motorradhaus Borchardt GmbH;http://www.bmw-borchardt.de
5486;984024;6840829;KFZ;Autohaus Becker-Tiemann Minden-Lübbecke GmbH & Co. KG;http://becker-tiemann-minden.mini.de
5487;976056;6816926;KFZ;Auto Rau GmbH;
5488;980964;6799525;KFZ;Kurt Liebrecht GmbH;http://www.liebrecht.mercedes-benz.de
5489;980964;6799525;KFZ;Kurt Liebrecht GmbH;http://www.liebrecht.mercedes-benz.de
5490;985326;6781032;KFZ;DETMOLD;
5491;997135;6772623;KFZ;Autohaus E. Dohm GmbH & Co. KG;ford-dohm-horn-bad-meinberg.de
5492;1002591;6742368;KFZ;B. Humborg Kfz. GmbH & Co. KG;http://www.opel-humborg-bad-driburg.de
5493;1002652;6742657;KFZ;Autohaus Heinrich Rosier GmbH & Co. KG;http://www.mercedes-benz-rosier-gruppe.de
5494;968831;6706972;KFZ;Automobile Hillebrand GmbH & Co. KG;http://www.hillebrand.hyundai.de
5495;934930;6779159;KFZ;Auto Pavillon GmbH;http://www.auto-pavillon.de/
5496;935395;6782196;KFZ;Autohaus Brinker GmbH;http://www.autohaus-brinker.skoda-auto.de
5497;947069;6760647;KFZ;Norbert Kriener Zweiradvertrieb;
5498;915949;6785414;KFZ;Bernhard Brokamp;http://www.brokamp.mercedes-benz.de
5499;921854;6785008;KFZ;Bernhard Brokamp;http://www.brokamp.mercedes-benz.de
5500;953784;6792502;KFZ;Honda Einzelhändler und Werkstätten;http://www.wiegers.de
5501;947719;6788934;KFZ;A.T.U Bielefeld - Brackwede;
5502;1060115;6667269;KFZ;Auto Damm GmbH & Co. KG;
5503;1059662;6667841;KFZ;Autohaus Hessenkassel GmbH & Co. KG;http://partner.volkswagen.de/p_64424
5504;1056253;6672380;KFZ;AUTOHAUS COESTER GMBH;
5505;1054653;6674040;KFZ;Zweirad Schira OHG;http://www.schira.de
5507;1046987;6658594;KFZ;Autohaus Bindschus GmbH & Co. KG;
5508;1019117;6715853;KFZ;Motorrad-Hof Saken GbR;http://www.motorradhof-saken.de
5509;1001113;6679701;KFZ;Top-Speed Motorrad GmbH;
5510;1002241;6694211;KFZ;Autohaus Krantz oHG;
5511;1016234;6643319;KFZ;Löwen Automobile Waldeck-Frankenberg GmbH & Co.KG;http://www.peugeot-loewen-automobile-waldeck-frankenberg-edertal.de
5512;1047427;6619210;KFZ;Ulrich Autopark GmbH;
5513;1022447;6599402;KFZ;A.T.U Schwalmstadt;
5514;973196;6577639;KFZ;Autohaus Boese & Born GmbH & Co.KG;http://www.boese-und-born.de
5515;976035;6581283;KFZ;A.T.U Marburg;
5516;976969;6623414;KFZ;Autohaus Sauer Inh. H. Sauer;http://www.peugeot-autohaus-sauer-frankenberg.de
5517;967171;6618765;KFZ;Axel Hebeler Zweiradsport;http://www.hebeler-zweirad.de
5518;990705;6521741;KFZ;Neils & Kraft GmbH& Co. KG;http://www.mercedes-benz-neils-und-kraft.de
5519;943433;6540176;KFZ;Vergölst GmbH Hermannstein;
5520;922106;6573037;KFZ;DILLENBURG;
5521;913113;6568381;KFZ;A.T.U Haiger;
5522;1063617;6512430;KFZ;Hertz;
5523;1080492;6590542;KFZ;STAHLGRUBER Bad Hersfeld;
5524;1079076;6589992;KFZ;Dürkop GmbH Filiale Bad Hersfeld;http://duerkopdws.kiapartner.de/?co_dealer=2091
5525;1064706;6584888;KFZ;Kirchheim P;
5526;1030549;6571651;KFZ;Deisenroth & Söhne GmbH & Co.KG;www.autohaus-deisenroth.de
5527;1030549;6571651;KFZ;Deisenroth & Söhne GmbH & Co. KG;http://autohaus-deisenroth-alsfeld.skoda-auto.de
5528;1044520;6549734;KFZ;Autohaus Georg Schött Inh. Fa.Autodienst Reiner Müller KG;http://www.opel-schoett-lauterbach.de
5529;1044973;6550972;KFZ;Autohaus Hartwich & Kress GmbH;http://www.hartwich-kress.de
5530;1039724;6535901;KFZ;Autohaus Klaas GmbH & Co. KG;
5531;1034660;6533542;KFZ;Reifenservice-Autoteile Ulrich Kraft;
5532;1139344;6580922;KFZ;Reifen Buttstädt Inh. Susann Reif;
5533;1134761;6580831;KFZ;Senger-Kraft Automobile GmbH;http://www.mercedes-benz-senger-kraft-automobile.de
5534;1104357;6712444;KFZ;Motorrad Dake, Inh. Oliver Dake e.K.;http://www.motorrad-dake.de
5535;1104282;6713465;KFZ;Autohaus Toscana GmbH;
5536;1099523;6706786;KFZ;DÜRKOP GmbH Filiale Göttingen;http://www.opel-duerkop-goettingen.de
5537;1110044;6736110;KFZ;Hermann GmbH;
5538;1127638;6680850;KFZ;Fahrzeugcenter Gaßmann;http://www.fahrzeugcenter-gassmann.de
5539;1148506;6684205;KFZ;Autohaus Orlob GmbH;
5540;1100019;6758715;KFZ;AUTO-GARTHEN GMBH;www.auto-garthen.fiatpartner.de
5541;1119019;6754222;KFZ;Autohaus König;http://www.autohaus-koenig.skoda-auto.de
5542;1044808;6753648;KFZ;Hermann GmbH;
5543;1043326;6737360;KFZ;Motorrad Müller;http://www.motorrad-mueller.net
5544;1174177;6849843;KFZ;Sixt-Station Braunschweig Flughafen BWE;
5545;1169426;6847095;KFZ;Block am Ring GmbH & Co. KG;http://block.mini.de
5546;1157316;6818965;KFZ;Auto-Ludwig Inh. Rolf Czarnowske;www.autoludwig.de
5547;1223199;6835498;KFZ;Autohaus Wagner GmbH & Co. KG;http://www.wagner-helmstedt.skoda-auto.de
5548;1221317;6836717;KFZ;Autohaus Harald Borowski;
5549;1223483;6833971;KFZ;Ahlswede Fahrzeugbau;http://www.unimog-ahlswede.de
5550;1220876;6817628;KFZ;Autohaus Christoph Seydel GmbH;
5551;1201141;6870021;KFZ;Wolfsburg, *ry*;
5552;1172019;6884204;KFZ;Autohaus Prilop;
5553;1227713;6773173;KFZ;Fahrzeuge Bögelsack GmbH;http://boegelsack.skoda-auto.de
5554;1201819;6765036;KFZ;Auto-Ackert GmbH;ford-ackert-wernigerode.de
5555;1290076;6814764;KFZ;TRUCK_BUS_SERVICE Magdeburg Nutzfahrzeug-Service GmbH;http://www.magdeburg-nutzfahrzeugservice.de
5556;1292907;6807023;KFZ;Autohaus Röttig oHG;
5557;1297894;6805192;KFZ;Auto Jägeler, Inhaber Dirk Breitenstein;http://www.peugeot-auto-jaegeler-magdeburg.de
5558;1293558;6822113;KFZ;Fair Preis Reifenhandel GmbH;http://www.fair-preis-reifen.de
5559;1290383;6822396;KFZ;Autohaus Marks e.K.;
5560;1273378;6802356;KFZ;Autohaus Thomas Bloch e.K.;
5561;1290370;6827511;KFZ;Ahlborn GmbH;
5562;1306509;6774052;KFZ;TRUCK CENTER BULLA NUTZ-;
5563;1350399;6867308;KFZ;LFS Blume & Raneberg GmbH Landmaschinen- und Fahrzeug-Service;http://www.lfs-genthin.de
5564;1277265;6842281;KFZ;Autohaus Silberborth;http://autohaus-silberborth.skoda-auto.de
5565;1250040;6797844;KFZ;Schubert Motors GmbH;http://www.bmw.de/ah_schubert
5566;1247330;6797712;KFZ;Autoservice Ulrich Spey;
5567;1285410;6768410;KFZ;Autohaus Helbig;
5568;1319399;6901050;KFZ;Jahnel GmbH;http://www.autovermietung-jahnel.de
5569;1308666;6906199;KFZ;Autoverwertung Hinze - H.-Joachim Hinze - Kai Goedecke GbR;
5570;754296;6652048;KFZ;Autozentrum Josten e. K. Inh. M. Josten;www.auto-josten.de
5571;756790;6652963;KFZ;Sixt-Station Düsseldorf Truck Center DUSC95;
5572;755901;6654594;KFZ;BMW AG Niederlassung Düsseldorf Motorradzentrum;http://www.bmw.de/partner/nl_duesseldorf
5573;758297;6661860;KFZ;Auto-Park Rath GmbH;http://handel.suzuki.de/autopark-rath
